,speaker_path,listener_path
1798,NoXI/056_2016-04-14_Nottingham/Expert_video/16,NoXI/056_2016-04-14_Nottingham/Novice_video/16
1799,NoXI/056_2016-04-14_Nottingham/Expert_video/17,NoXI/056_2016-04-14_Nottingham/Novice_video/17
1800,NoXI/056_2016-04-14_Nottingham/Expert_video/18,NoXI/056_2016-04-14_Nottingham/Novice_video/18
1801,NoXI/056_2016-04-14_Nottingham/Expert_video/19,NoXI/056_2016-04-14_Nottingham/Novice_video/19
1802,NoXI/056_2016-04-14_Nottingham/Expert_video/20,NoXI/056_2016-04-14_Nottingham/Novice_video/20
1803,NoXI/056_2016-04-14_Nottingham/Expert_video/21,NoXI/056_2016-04-14_Nottingham/Novice_video/21
1804,NoXI/056_2016-04-14_Nottingham/Expert_video/22,NoXI/056_2016-04-14_Nottingham/Novice_video/22
1805,NoXI/056_2016-04-14_Nottingham/Expert_video/23,NoXI/056_2016-04-14_Nottingham/Novice_video/23
1806,NoXI/056_2016-04-14_Nottingham/Expert_video/24,NoXI/056_2016-04-14_Nottingham/Novice_video/24
1807,NoXI/056_2016-04-14_Nottingham/Expert_video/25,NoXI/056_2016-04-14_Nottingham/Novice_video/25
1808,NoXI/056_2016-04-14_Nottingham/Expert_video/26,NoXI/056_2016-04-14_Nottingham/Novice_video/26
1809,NoXI/056_2016-04-14_Nottingham/Expert_video/27,NoXI/056_2016-04-14_Nottingham/Novice_video/27
1810,NoXI/056_2016-04-14_Nottingham/Expert_video/28,NoXI/056_2016-04-14_Nottingham/Novice_video/28
1811,NoXI/056_2016-04-14_Nottingham/Expert_video/29,NoXI/056_2016-04-14_Nottingham/Novice_video/29
1812,NoXI/055_2016-04-14_Nottingham/Expert_video/1,NoXI/055_2016-04-14_Nottingham/Novice_video/1
1813,NoXI/055_2016-04-14_Nottingham/Expert_video/2,NoXI/055_2016-04-14_Nottingham/Novice_video/2
1814,NoXI/055_2016-04-14_Nottingham/Expert_video/3,NoXI/055_2016-04-14_Nottingham/Novice_video/3
1815,NoXI/055_2016-04-14_Nottingham/Expert_video/4,NoXI/055_2016-04-14_Nottingham/Novice_video/4
1816,NoXI/055_2016-04-14_Nottingham/Expert_video/5,NoXI/055_2016-04-14_Nottingham/Novice_video/5
1817,NoXI/055_2016-04-14_Nottingham/Expert_video/6,NoXI/055_2016-04-14_Nottingham/Novice_video/6
1818,NoXI/055_2016-04-14_Nottingham/Expert_video/7,NoXI/055_2016-04-14_Nottingham/Novice_video/7
1819,NoXI/055_2016-04-14_Nottingham/Expert_video/8,NoXI/055_2016-04-14_Nottingham/Novice_video/8
1820,NoXI/055_2016-04-14_Nottingham/Expert_video/9,NoXI/055_2016-04-14_Nottingham/Novice_video/9
1821,NoXI/055_2016-04-14_Nottingham/Expert_video/10,NoXI/055_2016-04-14_Nottingham/Novice_video/10
1822,NoXI/055_2016-04-14_Nottingham/Expert_video/11,NoXI/055_2016-04-14_Nottingham/Novice_video/11
1823,NoXI/055_2016-04-14_Nottingham/Expert_video/12,NoXI/055_2016-04-14_Nottingham/Novice_video/12
1824,NoXI/055_2016-04-14_Nottingham/Expert_video/13,NoXI/055_2016-04-14_Nottingham/Novice_video/13
1825,NoXI/055_2016-04-14_Nottingham/Expert_video/14,NoXI/055_2016-04-14_Nottingham/Novice_video/14
1826,NoXI/055_2016-04-14_Nottingham/Expert_video/15,NoXI/055_2016-04-14_Nottingham/Novice_video/15
1827,NoXI/055_2016-04-14_Nottingham/Expert_video/16,NoXI/055_2016-04-14_Nottingham/Novice_video/16
1828,NoXI/055_2016-04-14_Nottingham/Expert_video/17,NoXI/055_2016-04-14_Nottingham/Novice_video/17
1829,NoXI/055_2016-04-14_Nottingham/Expert_video/18,NoXI/055_2016-04-14_Nottingham/Novice_video/18
1830,NoXI/055_2016-04-14_Nottingham/Expert_video/19,NoXI/055_2016-04-14_Nottingham/Novice_video/19
1831,NoXI/055_2016-04-14_Nottingham/Expert_video/20,NoXI/055_2016-04-14_Nottingham/Novice_video/20
1832,NoXI/055_2016-04-14_Nottingham/Expert_video/21,NoXI/055_2016-04-14_Nottingham/Novice_video/21
1833,NoXI/055_2016-04-14_Nottingham/Expert_video/22,NoXI/055_2016-04-14_Nottingham/Novice_video/22
1834,NoXI/055_2016-04-14_Nottingham/Expert_video/23,NoXI/055_2016-04-14_Nottingham/Novice_video/23
1835,NoXI/055_2016-04-14_Nottingham/Expert_video/24,NoXI/055_2016-04-14_Nottingham/Novice_video/24
1836,NoXI/055_2016-04-14_Nottingham/Expert_video/25,NoXI/055_2016-04-14_Nottingham/Novice_video/25
1837,NoXI/055_2016-04-14_Nottingham/Expert_video/26,NoXI/055_2016-04-14_Nottingham/Novice_video/26
1838,NoXI/055_2016-04-14_Nottingham/Expert_video/27,NoXI/055_2016-04-14_Nottingham/Novice_video/27
1839,NoXI/055_2016-04-14_Nottingham/Expert_video/28,NoXI/055_2016-04-14_Nottingham/Novice_video/28
1840,NoXI/055_2016-04-14_Nottingham/Expert_video/29,NoXI/055_2016-04-14_Nottingham/Novice_video/29
1841,NoXI/042_2016-04-07_Nottingham/Expert_video/1,NoXI/042_2016-04-07_Nottingham/Novice_video/1
1842,NoXI/042_2016-04-07_Nottingham/Expert_video/2,NoXI/042_2016-04-07_Nottingham/Novice_video/2
1843,NoXI/042_2016-04-07_Nottingham/Expert_video/3,NoXI/042_2016-04-07_Nottingham/Novice_video/3
1844,NoXI/042_2016-04-07_Nottingham/Expert_video/4,NoXI/042_2016-04-07_Nottingham/Novice_video/4
1845,NoXI/042_2016-04-07_Nottingham/Expert_video/5,NoXI/042_2016-04-07_Nottingham/Novice_video/5
1846,NoXI/042_2016-04-07_Nottingham/Expert_video/6,NoXI/042_2016-04-07_Nottingham/Novice_video/6
1847,NoXI/042_2016-04-07_Nottingham/Expert_video/7,NoXI/042_2016-04-07_Nottingham/Novice_video/7
1848,NoXI/042_2016-04-07_Nottingham/Expert_video/8,NoXI/042_2016-04-07_Nottingham/Novice_video/8
1849,NoXI/042_2016-04-07_Nottingham/Expert_video/9,NoXI/042_2016-04-07_Nottingham/Novice_video/9
1850,NoXI/042_2016-04-07_Nottingham/Expert_video/10,NoXI/042_2016-04-07_Nottingham/Novice_video/10
1851,NoXI/042_2016-04-07_Nottingham/Expert_video/11,NoXI/042_2016-04-07_Nottingham/Novice_video/11
1852,NoXI/042_2016-04-07_Nottingham/Expert_video/12,NoXI/042_2016-04-07_Nottingham/Novice_video/12
1853,NoXI/042_2016-04-07_Nottingham/Expert_video/13,NoXI/042_2016-04-07_Nottingham/Novice_video/13
1854,NoXI/042_2016-04-07_Nottingham/Expert_video/14,NoXI/042_2016-04-07_Nottingham/Novice_video/14
1855,NoXI/042_2016-04-07_Nottingham/Expert_video/15,NoXI/042_2016-04-07_Nottingham/Novice_video/15
1856,NoXI/042_2016-04-07_Nottingham/Expert_video/16,NoXI/042_2016-04-07_Nottingham/Novice_video/16
1857,NoXI/042_2016-04-07_Nottingham/Expert_video/17,NoXI/042_2016-04-07_Nottingham/Novice_video/17
1858,NoXI/042_2016-04-07_Nottingham/Expert_video/18,NoXI/042_2016-04-07_Nottingham/Novice_video/18
1859,NoXI/042_2016-04-07_Nottingham/Expert_video/19,NoXI/042_2016-04-07_Nottingham/Novice_video/19
1860,NoXI/042_2016-04-07_Nottingham/Expert_video/20,NoXI/042_2016-04-07_Nottingham/Novice_video/20
1861,NoXI/042_2016-04-07_Nottingham/Expert_video/21,NoXI/042_2016-04-07_Nottingham/Novice_video/21
1862,NoXI/042_2016-04-07_Nottingham/Expert_video/22,NoXI/042_2016-04-07_Nottingham/Novice_video/22
1863,NoXI/042_2016-04-07_Nottingham/Expert_video/23,NoXI/042_2016-04-07_Nottingham/Novice_video/23
1864,NoXI/042_2016-04-07_Nottingham/Expert_video/24,NoXI/042_2016-04-07_Nottingham/Novice_video/24
1865,NoXI/059_2016-04-14_Nottingham/Expert_video/1,NoXI/059_2016-04-14_Nottingham/Novice_video/1
1866,NoXI/059_2016-04-14_Nottingham/Expert_video/2,NoXI/059_2016-04-14_Nottingham/Novice_video/2
1867,NoXI/059_2016-04-14_Nottingham/Expert_video/3,NoXI/059_2016-04-14_Nottingham/Novice_video/3
1868,NoXI/059_2016-04-14_Nottingham/Expert_video/4,NoXI/059_2016-04-14_Nottingham/Novice_video/4
1869,NoXI/059_2016-04-14_Nottingham/Expert_video/5,NoXI/059_2016-04-14_Nottingham/Novice_video/5
1870,NoXI/059_2016-04-14_Nottingham/Expert_video/6,NoXI/059_2016-04-14_Nottingham/Novice_video/6
1871,NoXI/059_2016-04-14_Nottingham/Expert_video/7,NoXI/059_2016-04-14_Nottingham/Novice_video/7
1872,NoXI/059_2016-04-14_Nottingham/Expert_video/8,NoXI/059_2016-04-14_Nottingham/Novice_video/8
1873,NoXI/059_2016-04-14_Nottingham/Expert_video/9,NoXI/059_2016-04-14_Nottingham/Novice_video/9
1874,NoXI/059_2016-04-14_Nottingham/Expert_video/10,NoXI/059_2016-04-14_Nottingham/Novice_video/10
1875,NoXI/059_2016-04-14_Nottingham/Expert_video/11,NoXI/059_2016-04-14_Nottingham/Novice_video/11
1876,NoXI/048_2016-04-12_Nottingham/Expert_video/1,NoXI/048_2016-04-12_Nottingham/Novice_video/1
1877,NoXI/048_2016-04-12_Nottingham/Expert_video/2,NoXI/048_2016-04-12_Nottingham/Novice_video/2
1878,NoXI/048_2016-04-12_Nottingham/Expert_video/3,NoXI/048_2016-04-12_Nottingham/Novice_video/3
1879,NoXI/048_2016-04-12_Nottingham/Expert_video/4,NoXI/048_2016-04-12_Nottingham/Novice_video/4
1880,NoXI/048_2016-04-12_Nottingham/Expert_video/5,NoXI/048_2016-04-12_Nottingham/Novice_video/5
1881,NoXI/048_2016-04-12_Nottingham/Expert_video/6,NoXI/048_2016-04-12_Nottingham/Novice_video/6
1882,NoXI/048_2016-04-12_Nottingham/Expert_video/7,NoXI/048_2016-04-12_Nottingham/Novice_video/7
1883,NoXI/048_2016-04-12_Nottingham/Expert_video/8,NoXI/048_2016-04-12_Nottingham/Novice_video/8
1884,NoXI/048_2016-04-12_Nottingham/Expert_video/9,NoXI/048_2016-04-12_Nottingham/Novice_video/9
1885,NoXI/048_2016-04-12_Nottingham/Expert_video/10,NoXI/048_2016-04-12_Nottingham/Novice_video/10
1886,NoXI/048_2016-04-12_Nottingham/Expert_video/11,NoXI/048_2016-04-12_Nottingham/Novice_video/11
1887,NoXI/048_2016-04-12_Nottingham/Expert_video/12,NoXI/048_2016-04-12_Nottingham/Novice_video/12
1888,NoXI/048_2016-04-12_Nottingham/Expert_video/13,NoXI/048_2016-04-12_Nottingham/Novice_video/13
1889,NoXI/048_2016-04-12_Nottingham/Expert_video/14,NoXI/048_2016-04-12_Nottingham/Novice_video/14
1890,NoXI/048_2016-04-12_Nottingham/Expert_video/15,NoXI/048_2016-04-12_Nottingham/Novice_video/15
1891,NoXI/048_2016-04-12_Nottingham/Expert_video/16,NoXI/048_2016-04-12_Nottingham/Novice_video/16
1892,NoXI/048_2016-04-12_Nottingham/Expert_video/17,NoXI/048_2016-04-12_Nottingham/Novice_video/17
1893,NoXI/048_2016-04-12_Nottingham/Expert_video/18,NoXI/048_2016-04-12_Nottingham/Novice_video/18
1894,NoXI/048_2016-04-12_Nottingham/Expert_video/19,NoXI/048_2016-04-12_Nottingham/Novice_video/19
1895,NoXI/048_2016-04-12_Nottingham/Expert_video/20,NoXI/048_2016-04-12_Nottingham/Novice_video/20
1896,NoXI/048_2016-04-12_Nottingham/Expert_video/21,NoXI/048_2016-04-12_Nottingham/Novice_video/21
1897,NoXI/048_2016-04-12_Nottingham/Expert_video/22,NoXI/048_2016-04-12_Nottingham/Novice_video/22
1898,NoXI/048_2016-04-12_Nottingham/Expert_video/23,NoXI/048_2016-04-12_Nottingham/Novice_video/23
1899,NoXI/048_2016-04-12_Nottingham/Expert_video/24,NoXI/048_2016-04-12_Nottingham/Novice_video/24
1900,NoXI/048_2016-04-12_Nottingham/Expert_video/25,NoXI/048_2016-04-12_Nottingham/Novice_video/25
1901,NoXI/048_2016-04-12_Nottingham/Expert_video/26,NoXI/048_2016-04-12_Nottingham/Novice_video/26
1902,NoXI/048_2016-04-12_Nottingham/Expert_video/27,NoXI/048_2016-04-12_Nottingham/Novice_video/27
1903,NoXI/048_2016-04-12_Nottingham/Expert_video/28,NoXI/048_2016-04-12_Nottingham/Novice_video/28
1904,NoXI/048_2016-04-12_Nottingham/Expert_video/29,NoXI/048_2016-04-12_Nottingham/Novice_video/29
1905,NoXI/048_2016-04-12_Nottingham/Expert_video/30,NoXI/048_2016-04-12_Nottingham/Novice_video/30
1906,NoXI/048_2016-04-12_Nottingham/Expert_video/31,NoXI/048_2016-04-12_Nottingham/Novice_video/31
1907,NoXI/048_2016-04-12_Nottingham/Expert_video/32,NoXI/048_2016-04-12_Nottingham/Novice_video/32
1908,NoXI/048_2016-04-12_Nottingham/Expert_video/33,NoXI/048_2016-04-12_Nottingham/Novice_video/33
1909,NoXI/048_2016-04-12_Nottingham/Expert_video/34,NoXI/048_2016-04-12_Nottingham/Novice_video/34
1910,NoXI/041_2016-04-07_Nottingham/Expert_video/1,NoXI/041_2016-04-07_Nottingham/Novice_video/1
1911,NoXI/041_2016-04-07_Nottingham/Expert_video/2,NoXI/041_2016-04-07_Nottingham/Novice_video/2
1912,NoXI/041_2016-04-07_Nottingham/Expert_video/3,NoXI/041_2016-04-07_Nottingham/Novice_video/3
1913,NoXI/041_2016-04-07_Nottingham/Expert_video/4,NoXI/041_2016-04-07_Nottingham/Novice_video/4
1914,NoXI/041_2016-04-07_Nottingham/Expert_video/5,NoXI/041_2016-04-07_Nottingham/Novice_video/5
1915,NoXI/041_2016-04-07_Nottingham/Expert_video/6,NoXI/041_2016-04-07_Nottingham/Novice_video/6
1916,NoXI/041_2016-04-07_Nottingham/Expert_video/7,NoXI/041_2016-04-07_Nottingham/Novice_video/7
1917,NoXI/041_2016-04-07_Nottingham/Expert_video/8,NoXI/041_2016-04-07_Nottingham/Novice_video/8
1918,NoXI/041_2016-04-07_Nottingham/Expert_video/9,NoXI/041_2016-04-07_Nottingham/Novice_video/9
1919,NoXI/041_2016-04-07_Nottingham/Expert_video/10,NoXI/041_2016-04-07_Nottingham/Novice_video/10
1920,NoXI/041_2016-04-07_Nottingham/Expert_video/11,NoXI/041_2016-04-07_Nottingham/Novice_video/11
1921,NoXI/041_2016-04-07_Nottingham/Expert_video/12,NoXI/041_2016-04-07_Nottingham/Novice_video/12
1922,NoXI/041_2016-04-07_Nottingham/Expert_video/13,NoXI/041_2016-04-07_Nottingham/Novice_video/13
1923,NoXI/041_2016-04-07_Nottingham/Expert_video/14,NoXI/041_2016-04-07_Nottingham/Novice_video/14
1924,NoXI/041_2016-04-07_Nottingham/Expert_video/15,NoXI/041_2016-04-07_Nottingham/Novice_video/15
1925,NoXI/041_2016-04-07_Nottingham/Expert_video/16,NoXI/041_2016-04-07_Nottingham/Novice_video/16
1926,NoXI/041_2016-04-07_Nottingham/Expert_video/17,NoXI/041_2016-04-07_Nottingham/Novice_video/17
1927,NoXI/041_2016-04-07_Nottingham/Expert_video/18,NoXI/041_2016-04-07_Nottingham/Novice_video/18
1928,NoXI/041_2016-04-07_Nottingham/Expert_video/19,NoXI/041_2016-04-07_Nottingham/Novice_video/19
1929,NoXI/041_2016-04-07_Nottingham/Expert_video/20,NoXI/041_2016-04-07_Nottingham/Novice_video/20
1930,NoXI/041_2016-04-07_Nottingham/Expert_video/21,NoXI/041_2016-04-07_Nottingham/Novice_video/21
1931,NoXI/041_2016-04-07_Nottingham/Expert_video/22,NoXI/041_2016-04-07_Nottingham/Novice_video/22
1932,NoXI/041_2016-04-07_Nottingham/Expert_video/23,NoXI/041_2016-04-07_Nottingham/Novice_video/23
1933,NoXI/041_2016-04-07_Nottingham/Expert_video/24,NoXI/041_2016-04-07_Nottingham/Novice_video/24
1934,NoXI/041_2016-04-07_Nottingham/Expert_video/25,NoXI/041_2016-04-07_Nottingham/Novice_video/25
1935,NoXI/041_2016-04-07_Nottingham/Expert_video/26,NoXI/041_2016-04-07_Nottingham/Novice_video/26
1936,NoXI/041_2016-04-07_Nottingham/Expert_video/27,NoXI/041_2016-04-07_Nottingham/Novice_video/27
1937,NoXI/041_2016-04-07_Nottingham/Expert_video/28,NoXI/041_2016-04-07_Nottingham/Novice_video/28
1938,NoXI/041_2016-04-07_Nottingham/Expert_video/29,NoXI/041_2016-04-07_Nottingham/Novice_video/29
1939,NoXI/041_2016-04-07_Nottingham/Expert_video/30,NoXI/041_2016-04-07_Nottingham/Novice_video/30
1940,NoXI/041_2016-04-07_Nottingham/Expert_video/31,NoXI/041_2016-04-07_Nottingham/Novice_video/31
1941,NoXI/041_2016-04-07_Nottingham/Expert_video/32,NoXI/041_2016-04-07_Nottingham/Novice_video/32
1942,NoXI/041_2016-04-07_Nottingham/Expert_video/33,NoXI/041_2016-04-07_Nottingham/Novice_video/33
1943,NoXI/041_2016-04-07_Nottingham/Expert_video/34,NoXI/041_2016-04-07_Nottingham/Novice_video/34
1944,NoXI/043_2016-04-07_Nottingham/Expert_video/1,NoXI/043_2016-04-07_Nottingham/Novice_video/1
1945,NoXI/043_2016-04-07_Nottingham/Expert_video/2,NoXI/043_2016-04-07_Nottingham/Novice_video/2
1946,NoXI/043_2016-04-07_Nottingham/Expert_video/3,NoXI/043_2016-04-07_Nottingham/Novice_video/3
1947,NoXI/043_2016-04-07_Nottingham/Expert_video/4,NoXI/043_2016-04-07_Nottingham/Novice_video/4
1948,NoXI/043_2016-04-07_Nottingham/Expert_video/5,NoXI/043_2016-04-07_Nottingham/Novice_video/5
1949,NoXI/043_2016-04-07_Nottingham/Expert_video/6,NoXI/043_2016-04-07_Nottingham/Novice_video/6
1950,NoXI/043_2016-04-07_Nottingham/Expert_video/7,NoXI/043_2016-04-07_Nottingham/Novice_video/7
1951,NoXI/043_2016-04-07_Nottingham/Expert_video/8,NoXI/043_2016-04-07_Nottingham/Novice_video/8
1952,NoXI/043_2016-04-07_Nottingham/Expert_video/9,NoXI/043_2016-04-07_Nottingham/Novice_video/9
1953,NoXI/043_2016-04-07_Nottingham/Expert_video/10,NoXI/043_2016-04-07_Nottingham/Novice_video/10
1954,NoXI/043_2016-04-07_Nottingham/Expert_video/11,NoXI/043_2016-04-07_Nottingham/Novice_video/11
1955,NoXI/043_2016-04-07_Nottingham/Expert_video/12,NoXI/043_2016-04-07_Nottingham/Novice_video/12
1956,NoXI/043_2016-04-07_Nottingham/Expert_video/13,NoXI/043_2016-04-07_Nottingham/Novice_video/13
1957,NoXI/043_2016-04-07_Nottingham/Expert_video/14,NoXI/043_2016-04-07_Nottingham/Novice_video/14
1958,NoXI/043_2016-04-07_Nottingham/Expert_video/15,NoXI/043_2016-04-07_Nottingham/Novice_video/15
1959,NoXI/043_2016-04-07_Nottingham/Expert_video/16,NoXI/043_2016-04-07_Nottingham/Novice_video/16
1960,NoXI/043_2016-04-07_Nottingham/Expert_video/17,NoXI/043_2016-04-07_Nottingham/Novice_video/17
1961,NoXI/043_2016-04-07_Nottingham/Expert_video/18,NoXI/043_2016-04-07_Nottingham/Novice_video/18
1962,NoXI/043_2016-04-07_Nottingham/Expert_video/19,NoXI/043_2016-04-07_Nottingham/Novice_video/19
1963,NoXI/043_2016-04-07_Nottingham/Expert_video/20,NoXI/043_2016-04-07_Nottingham/Novice_video/20
1964,NoXI/043_2016-04-07_Nottingham/Expert_video/21,NoXI/043_2016-04-07_Nottingham/Novice_video/21
1965,NoXI/037_2016-04-07_Nottingham/Expert_video/1,NoXI/037_2016-04-07_Nottingham/Novice_video/1
1966,NoXI/037_2016-04-07_Nottingham/Expert_video/2,NoXI/037_2016-04-07_Nottingham/Novice_video/2
1967,NoXI/037_2016-04-07_Nottingham/Expert_video/3,NoXI/037_2016-04-07_Nottingham/Novice_video/3
1968,NoXI/037_2016-04-07_Nottingham/Expert_video/4,NoXI/037_2016-04-07_Nottingham/Novice_video/4
1969,NoXI/037_2016-04-07_Nottingham/Expert_video/5,NoXI/037_2016-04-07_Nottingham/Novice_video/5
1970,NoXI/037_2016-04-07_Nottingham/Expert_video/6,NoXI/037_2016-04-07_Nottingham/Novice_video/6
1971,NoXI/037_2016-04-07_Nottingham/Expert_video/7,NoXI/037_2016-04-07_Nottingham/Novice_video/7
1972,NoXI/037_2016-04-07_Nottingham/Expert_video/8,NoXI/037_2016-04-07_Nottingham/Novice_video/8
1973,NoXI/037_2016-04-07_Nottingham/Expert_video/9,NoXI/037_2016-04-07_Nottingham/Novice_video/9
1974,NoXI/037_2016-04-07_Nottingham/Expert_video/10,NoXI/037_2016-04-07_Nottingham/Novice_video/10
1975,NoXI/037_2016-04-07_Nottingham/Expert_video/11,NoXI/037_2016-04-07_Nottingham/Novice_video/11
1976,NoXI/037_2016-04-07_Nottingham/Expert_video/12,NoXI/037_2016-04-07_Nottingham/Novice_video/12
1977,NoXI/037_2016-04-07_Nottingham/Expert_video/13,NoXI/037_2016-04-07_Nottingham/Novice_video/13
1978,NoXI/037_2016-04-07_Nottingham/Expert_video/14,NoXI/037_2016-04-07_Nottingham/Novice_video/14
1979,NoXI/037_2016-04-07_Nottingham/Expert_video/15,NoXI/037_2016-04-07_Nottingham/Novice_video/15
1980,NoXI/037_2016-04-07_Nottingham/Expert_video/16,NoXI/037_2016-04-07_Nottingham/Novice_video/16
1981,NoXI/037_2016-04-07_Nottingham/Expert_video/17,NoXI/037_2016-04-07_Nottingham/Novice_video/17
1982,NoXI/037_2016-04-07_Nottingham/Expert_video/18,NoXI/037_2016-04-07_Nottingham/Novice_video/18
1983,NoXI/037_2016-04-07_Nottingham/Expert_video/19,NoXI/037_2016-04-07_Nottingham/Novice_video/19
1984,NoXI/037_2016-04-07_Nottingham/Expert_video/20,NoXI/037_2016-04-07_Nottingham/Novice_video/20
1985,NoXI/037_2016-04-07_Nottingham/Expert_video/21,NoXI/037_2016-04-07_Nottingham/Novice_video/21
1986,NoXI/037_2016-04-07_Nottingham/Expert_video/22,NoXI/037_2016-04-07_Nottingham/Novice_video/22
1987,NoXI/037_2016-04-07_Nottingham/Expert_video/23,NoXI/037_2016-04-07_Nottingham/Novice_video/23
1988,NoXI/037_2016-04-07_Nottingham/Expert_video/24,NoXI/037_2016-04-07_Nottingham/Novice_video/24
1989,NoXI/037_2016-04-07_Nottingham/Expert_video/25,NoXI/037_2016-04-07_Nottingham/Novice_video/25
1990,NoXI/058_2016-04-14_Nottingham/Expert_video/1,NoXI/058_2016-04-14_Nottingham/Novice_video/1
1991,NoXI/058_2016-04-14_Nottingham/Expert_video/2,NoXI/058_2016-04-14_Nottingham/Novice_video/2
1992,NoXI/058_2016-04-14_Nottingham/Expert_video/3,NoXI/058_2016-04-14_Nottingham/Novice_video/3
1993,NoXI/058_2016-04-14_Nottingham/Expert_video/4,NoXI/058_2016-04-14_Nottingham/Novice_video/4
1994,NoXI/058_2016-04-14_Nottingham/Expert_video/5,NoXI/058_2016-04-14_Nottingham/Novice_video/5
1995,NoXI/058_2016-04-14_Nottingham/Expert_video/6,NoXI/058_2016-04-14_Nottingham/Novice_video/6
1996,NoXI/058_2016-04-14_Nottingham/Expert_video/7,NoXI/058_2016-04-14_Nottingham/Novice_video/7
1997,NoXI/058_2016-04-14_Nottingham/Expert_video/8,NoXI/058_2016-04-14_Nottingham/Novice_video/8
1998,NoXI/058_2016-04-14_Nottingham/Expert_video/9,NoXI/058_2016-04-14_Nottingham/Novice_video/9
1999,NoXI/058_2016-04-14_Nottingham/Expert_video/10,NoXI/058_2016-04-14_Nottingham/Novice_video/10
2000,NoXI/058_2016-04-14_Nottingham/Expert_video/11,NoXI/058_2016-04-14_Nottingham/Novice_video/11
2001,NoXI/058_2016-04-14_Nottingham/Expert_video/12,NoXI/058_2016-04-14_Nottingham/Novice_video/12
2002,NoXI/058_2016-04-14_Nottingham/Expert_video/13,NoXI/058_2016-04-14_Nottingham/Novice_video/13
2003,NoXI/058_2016-04-14_Nottingham/Expert_video/14,NoXI/058_2016-04-14_Nottingham/Novice_video/14
2004,NoXI/058_2016-04-14_Nottingham/Expert_video/15,NoXI/058_2016-04-14_Nottingham/Novice_video/15
2005,NoXI/058_2016-04-14_Nottingham/Expert_video/16,NoXI/058_2016-04-14_Nottingham/Novice_video/16
2006,NoXI/058_2016-04-14_Nottingham/Expert_video/17,NoXI/058_2016-04-14_Nottingham/Novice_video/17
2007,NoXI/058_2016-04-14_Nottingham/Expert_video/18,NoXI/058_2016-04-14_Nottingham/Novice_video/18
2008,NoXI/058_2016-04-14_Nottingham/Expert_video/19,NoXI/058_2016-04-14_Nottingham/Novice_video/19
2009,NoXI/058_2016-04-14_Nottingham/Expert_video/20,NoXI/058_2016-04-14_Nottingham/Novice_video/20
2010,NoXI/058_2016-04-14_Nottingham/Expert_video/21,NoXI/058_2016-04-14_Nottingham/Novice_video/21
2011,NoXI/058_2016-04-14_Nottingham/Expert_video/22,NoXI/058_2016-04-14_Nottingham/Novice_video/22
2012,NoXI/058_2016-04-14_Nottingham/Expert_video/23,NoXI/058_2016-04-14_Nottingham/Novice_video/23
2013,NoXI/058_2016-04-14_Nottingham/Expert_video/24,NoXI/058_2016-04-14_Nottingham/Novice_video/24
2014,NoXI/058_2016-04-14_Nottingham/Expert_video/25,NoXI/058_2016-04-14_Nottingham/Novice_video/25
2015,NoXI/058_2016-04-14_Nottingham/Expert_video/26,NoXI/058_2016-04-14_Nottingham/Novice_video/26
2016,NoXI/058_2016-04-14_Nottingham/Expert_video/27,NoXI/058_2016-04-14_Nottingham/Novice_video/27
2017,NoXI/058_2016-04-14_Nottingham/Expert_video/28,NoXI/058_2016-04-14_Nottingham/Novice_video/28
2018,NoXI/058_2016-04-14_Nottingham/Expert_video/29,NoXI/058_2016-04-14_Nottingham/Novice_video/29
2019,NoXI/058_2016-04-14_Nottingham/Expert_video/30,NoXI/058_2016-04-14_Nottingham/Novice_video/30
2020,NoXI/058_2016-04-14_Nottingham/Expert_video/31,NoXI/058_2016-04-14_Nottingham/Novice_video/31
2021,NoXI/058_2016-04-14_Nottingham/Expert_video/32,NoXI/058_2016-04-14_Nottingham/Novice_video/32
2022,NoXI/058_2016-04-14_Nottingham/Expert_video/33,NoXI/058_2016-04-14_Nottingham/Novice_video/33
2023,NoXI/058_2016-04-14_Nottingham/Expert_video/34,NoXI/058_2016-04-14_Nottingham/Novice_video/34
2024,NoXI/058_2016-04-14_Nottingham/Expert_video/35,NoXI/058_2016-04-14_Nottingham/Novice_video/35
2025,NoXI/058_2016-04-14_Nottingham/Expert_video/36,NoXI/058_2016-04-14_Nottingham/Novice_video/36
2026,NoXI/058_2016-04-14_Nottingham/Expert_video/37,NoXI/058_2016-04-14_Nottingham/Novice_video/37
2027,NoXI/058_2016-04-14_Nottingham/Expert_video/38,NoXI/058_2016-04-14_Nottingham/Novice_video/38
2028,NoXI/058_2016-04-14_Nottingham/Expert_video/39,NoXI/058_2016-04-14_Nottingham/Novice_video/39
2029,NoXI/058_2016-04-14_Nottingham/Expert_video/40,NoXI/058_2016-04-14_Nottingham/Novice_video/40
2030,NoXI/058_2016-04-14_Nottingham/Expert_video/41,NoXI/058_2016-04-14_Nottingham/Novice_video/41
2031,NoXI/058_2016-04-14_Nottingham/Expert_video/42,NoXI/058_2016-04-14_Nottingham/Novice_video/42
2032,NoXI/058_2016-04-14_Nottingham/Expert_video/43,NoXI/058_2016-04-14_Nottingham/Novice_video/43
2033,NoXI/058_2016-04-14_Nottingham/Expert_video/44,NoXI/058_2016-04-14_Nottingham/Novice_video/44
2034,NoXI/058_2016-04-14_Nottingham/Expert_video/45,NoXI/058_2016-04-14_Nottingham/Novice_video/45
